"Year","Month","Date","yyyy_mm","SPX_rtn","NASDAQ100_rtn","NASDAQCOM_rtn","VXDCLS","VXNCLS","RVXCLS","VXVCLS","VIXCLS","T10YIE","DFF","DGS1","DGS10","BAA10Y","RUT_rtn","DJI_rtn","MICH","CPALTT01USM657N","Contraction","VVIX"
1933,7,1933-07-31,"1933-7",-0.0879926672777269,-0.0879926672777269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1933,8,1933-08-31,"1933-8",0.114572864321608,0.114572864321608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1933,9,1933-09-30,"1933-9",-0.123534715960325,-0.123534715960325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1933,10,1933-10-31,"1933-10",-0.0781893004115226,-0.0781893004115226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1933,11,1933-11-30,"1933-11",0.102678571428571,0.102678571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1933,12,1933-12-31,"1933-12",0.00910931174089069,0.00910931174089069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1934,1,1934-01-31,"1934-1",0.120361083249749,0.120361083249749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1934,2,1934-02-28,"1934-2",-0.036705461056401,-0.036705461056401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1934,3,1934-03-31,"1934-3",-0.013011152416357,-0.013011152416357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1934,4,1934-04-30,"1934-4",-0.0150659133709979,-0.0150659133709979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1934,5,1934-05-31,"1934-5",-0.081261950286807,-0.081261950286807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1934,6,1934-06-30,"1934-6",0.0208116545265349,0.0208116545265349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1934,7,1934-07-31,"1934-7",-0.115188583078491,-0.115188583078491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1934,8,1934-08-31,"1934-8",0.054147465437788,0.054147465437788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1934,9,1934-09-30,"1934-9",-0.00765027322404377,-0.00765027322404377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1934,10,1934-10-31,"1934-10",-0.0297356828193832,-0.0297356828193832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1934,11,1934-11-30,"1934-11",0.0828603859250849,0.0828603859250849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1934,12,1934-12-31,"1934-12",-0.0136268343815512,-0.0136268343815512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1935,1,1935-01-31,"1935-1",-0.0329436769394262,-0.0329436769394262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1935,2,1935-02-28,"1935-2",-0.0395604395604395,-0.0395604395604395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1935,3,1935-03-31,"1935-3",-0.0331807780320367,-0.0331807780320367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1935,4,1935-04-30,"1935-4",0.0982248520710058,0.0982248520710058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1935,5,1935-05-31,"1935-5",0.0323275862068966,0.0323275862068966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1935,6,1935-06-30,"1935-6",0.0688935281837162,0.0688935281837162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1935,7,1935-07-31,"1935-7",0.08203125,0.08203125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1935,8,1935-08-31,"1935-8",0.0144404332129964,0.0144404332129964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1935,9,1935-09-30,"1935-9",0.0311387900355871,0.0311387900355871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1935,10,1935-10-31,"1935-10",0.0750647109577223,0.0750647109577223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1935,11,1935-11-30,"1935-11",0.0385232744783306,0.0385232744783306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1935,12,1935-12-31,"1935-12",0.0378670788253477,0.0378670788253477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1936,1,1936-01-31,"1936-1",0.0655249441548773,0.0655249441548773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1936,2,1936-02-29,"1936-2",0.0202655485674352,0.0202655485674352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1936,3,1936-03-31,"1936-3",0.021917808219178,0.021917808219178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1936,4,1936-04-30,"1936-4",-0.0770777479892761,-0.0770777479892761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1936,5,1936-05-31,"1936-5",0.0457516339869282,0.0457516339869282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1936,6,1936-06-30,"1936-6",0.0305555555555554,0.0305555555555554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1936,7,1936-07-31,"1936-7",0.0680592991913747,0.0680592991913747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1936,8,1936-08-31,"1936-8",0.00883280757097804,0.00883280757097804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1936,9,1936-09-30,"1936-9",0.00125078173858673,0.00125078173858673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1936,10,1936-10-31,"1936-10",0.076202373516552,0.076202373516552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1936,11,1936-11-30,"1936-11",0.00290191526407435,0.00290191526407435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1936,12,1936-12-31,"1936-12",-0.00578703703703709,-0.00578703703703709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1937,1,1937-01-31,"1937-1",0.0343422584400466,0.0343422584400466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1937,2,1937-02-28,"1937-2",0.016319639842431,0.016319639842431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1937,3,1937-03-31,"1937-3",-0.00775193798449592,-0.00775193798449592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1937,4,1937-04-30,"1937-4",-0.0831473214285715,-0.0831473214285715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1937,5,1937-05-31,"1937-5",-0.01034692635423,-0.01034692635423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1937,6,1937-06-30,"1937-6",-0.0528905289052891,-0.0528905289052891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1937,7,1937-07-31,"1937-7",0.0889610389610389,0.0889610389610389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1937,8,1937-08-31,"1937-8",-0.0435301132975552,-0.0435301132975552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1937,9,1937-09-30,"1937-9",-0.14214463840399,-0.14214463840399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1937,10,1937-10-31,"1937-10",-0.102470930232558,-0.102470930232558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1937,11,1937-11-30,"1937-11",-0.100404858299595,-0.100404858299595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1937,12,1937-12-31,"1937-12",-0.0504050405040503,-0.0504050405040503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1938,1,1938-01-31,"1938-1",0.0132701421800947,0.0132701421800947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1938,2,1938-02-28,"1938-2",0.0608044901777363,0.0608044901777363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1938,3,1938-03-31,"1938-3",-0.250440917107584,-0.250440917107584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1938,4,1938-04-30,"1938-4",0.150588235294117,0.150588235294117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1938,5,1938-05-31,"1938-5",-0.0521472392638037,-0.0521472392638037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1938,6,1938-06-30,"1938-6",0.247033441208199,0.247033441208199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1938,7,1938-07-31,"1938-7",0.0666089965397922,0.0666089965397922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1938,8,1938-08-31,"1938-8",-0.0218978102189781,-0.0218978102189781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1938,9,1938-09-30,"1938-9",0.0149253731343284,0.0149253731343284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1938,10,1938-10-31,"1938-10",0.0759803921568627,0.0759803921568627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1938,11,1938-11-30,"1938-11",-0.0334092634776005,-0.0334092634776005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1938,12,1938-12-31,"1938-12",0.0322073841319717,0.0322073841319717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1939,1,1939-01-31,"1939-1",-0.0639269406392694,-0.0639269406392694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1939,2,1939-02-28,"1939-2",0.032520325203252,0.032520325203252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1939,3,1939-03-31,"1939-3",-0.135433070866142,-0.135433070866142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1939,4,1939-04-30,"1939-4",-0.00455373406193083,-0.00455373406193083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1939,5,1939-05-31,"1939-5",0.0612991765782251,0.0612991765782251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1939,6,1939-06-30,"1939-6",-0.0637931034482759,-0.0637931034482759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1939,7,1939-07-31,"1939-7",0.10865561694291,0.10865561694291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1939,8,1939-08-31,"1939-8",-0.0714285714285714,-0.0714285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1939,9,1939-09-30,"1939-9",0.144007155635063,0.144007155635063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1939,10,1939-10-31,"1939-10",0.00312744331509007,0.00312744331509007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1939,11,1939-11-30,"1939-11",-0.049103663289166,-0.049103663289166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1939,12,1939-12-31,"1939-12",0.0213114754098362,0.0213114754098362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1940,1,1940-01-31,"1940-1",-0.0329052969502408,-0.0329052969502408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1940,2,1940-02-29,"1940-2",0.00663900414937757,0.00663900414937757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1940,3,1940-03-31,"1940-3",0.00412201154163228,0.00412201154163228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1940,4,1940-04-30,"1940-4",0.000821018062397316,0.000821018062397316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1940,5,1940-05-31,"1940-5",-0.239540607054963,-0.239540607054963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1940,6,1940-06-30,"1940-6",0.0765911542610573,0.0765911542610573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1940,7,1940-07-31,"1940-7",0.031062124248497,0.031062124248497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1940,8,1940-08-31,"1940-8",0.0204081632653061,0.0204081632653061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1940,9,1940-09-30,"1940-9",0.0152380952380953,0.0152380952380953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1940,10,1940-10-31,"1940-10",0.0393996247654784,0.0393996247654784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1940,11,1940-11-30,"1940-11",-0.046028880866426,-0.046028880866426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1940,12,1940-12-31,"1940-12",0.000946073793755886,0.000946073793755886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1941,1,1941-01-31,"1941-1",-0.0482041587901701,-0.0482041587901701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1941,2,1941-02-28,"1941-2",-0.0148957298907647,-0.0148957298907647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
